STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
784390,99999, 19731031,   84.4, 8,   70.2, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   5.4, 8,   9.9, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19731101,   86.5, 7,   71.6, 7, 9999.9, 0, 9999.9, 0,  23.4, 7,   8.2, 7,   9.9, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19731102,   79.7,10,   67.1,10, 9999.9, 0, 9999.9, 0,  23.9,10,  10.3,10,  15.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731103,   83.6, 9,   68.0, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   8.3, 9,  15.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731104,   83.7,10,   69.8,10, 9999.9, 0, 9999.9, 0,  23.9,10,   7.3,10,  11.8, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731105,   81.0, 5,   66.9, 5, 9999.9, 0, 9999.9, 0,  22.9, 5,   5.7, 5,   9.9, 999.9,   84.2*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731106,   83.7,11,   69.8,11, 9999.9, 0, 9999.9, 0,  23.7,11,   6.1,11,   9.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731107,   84.2, 9,   69.8, 9, 9999.9, 0, 9999.9, 0,  24.9, 9,   8.6, 9,   9.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731108,   83.2, 7,   67.5, 7, 9999.9, 0, 9999.9, 0,  23.4, 7,   6.2, 7,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731109,   81.6, 9,   68.2, 9, 9999.9, 0, 9999.9, 0,  20.9, 9,   7.0, 9,   9.9, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731111,   83.6, 9,   71.0, 9, 9999.9, 0, 9999.9, 0,  23.1, 9,   7.0, 9,   9.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731112,   83.3, 8,   69.6, 8, 9999.9, 0, 9999.9, 0,  24.9, 8,   7.9, 8,   9.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731113,   84.7, 8,   71.8, 8, 9999.9, 0, 9999.9, 0,  24.9, 8,   5.4, 8,   9.9, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731114,   82.6, 8,   68.7, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   6.4, 8,   9.9, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731115,   83.1, 8,   68.2, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   7.8, 8,  11.8, 999.9,   86.0*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731116,   85.7, 6,   69.2, 6, 9999.9, 0, 9999.9, 0,  23.2, 6,   5.8, 6,   9.9, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19731117,   77.9, 8,   64.2, 8, 9999.9, 0, 9999.9, 0,  21.6, 8,   6.7, 8,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731118,   84.8, 9,   68.8, 9, 9999.9, 0, 9999.9, 0,  23.1, 9,   9.3, 9,  15.0, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19731119,   83.2, 9,   67.6, 9, 9999.9, 0, 9999.9, 0,  19.7, 9,   9.0, 9,  15.0, 999.9,   86.0*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19731120,   84.4, 8,   69.4, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,  10.4, 8,  19.8, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731121,   83.5,10,   67.8,10, 9999.9, 0, 9999.9, 0,  21.4,10,   6.9,10,   9.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731122,   83.7,10,   68.5,10, 9999.9, 0, 9999.9, 0,  22.2,10,   6.8,10,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731123,   83.5,10,   68.5,10, 9999.9, 0, 9999.9, 0,  23.2,10,   6.7,10,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731124,   83.3,10,   70.2,10, 9999.9, 0, 9999.9, 0,  23.6,10,   6.7,10,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731125,   82.6,10,   69.6,10, 9999.9, 0, 9999.9, 0,  24.9,10,   9.6,10,  15.9, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731126,   82.4, 9,   68.2, 9, 9999.9, 0, 9999.9, 0,  24.9, 9,   9.9, 9,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731127,   82.0, 9,   70.2, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   7.4, 9,   9.9, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731128,   83.3, 8,   70.9, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   7.4, 8,   9.9, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731129,   79.0,11,   67.2,11, 9999.9, 0, 9999.9, 0,  20.3,11,   8.1,11,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731130,   77.8, 9,   65.6, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   8.6, 9,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731201,   74.9,11,   61.1,11, 9999.9, 0, 9999.9, 0,  23.0,11,   6.1,11,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731202,   78.6, 9,   65.0, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   7.8, 9,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731203,   85.6, 9,   70.6, 9, 9999.9, 0, 9999.9, 0,  23.1, 9,   9.7, 9,   9.9, 999.9,   91.4*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19731204,   72.8, 9,   60.2, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   7.6, 9,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731205,   77.2, 9,   64.8, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   8.6, 9,  15.0, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731206,   81.5, 8,   66.4, 8, 9999.9, 0, 9999.9, 0,  24.9, 8,   9.4, 8,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731207,   82.2,10,   67.1,10, 9999.9, 0, 9999.9, 0,  22.2,10,   7.5,10,   9.9, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731208,   82.2, 9,   67.2, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   8.1, 9,  15.0, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731209,   82.6,10,   69.1,10, 9999.9, 0, 9999.9, 0,  22.9,10,   7.7,10,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731210,   84.0, 9,   69.0, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   6.9, 9,  15.0, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731211,   82.0, 9,   68.4, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   6.2, 9,  15.0, 999.9,   86.0*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731212,   80.1, 8,   70.5, 8, 9999.9, 0, 9999.9, 0,  22.1, 8,   7.8, 8,   9.9, 999.9,   82.4*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731213,   79.6, 9,   66.8, 9, 9999.9, 0, 9999.9, 0,  22.0, 9,   7.1, 9,  11.8, 999.9,   84.2*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731214,   78.4, 9,   65.6, 9, 9999.9, 0, 9999.9, 0,  18.9, 9,   5.2, 9,   9.9, 999.9,   82.4*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731215,   82.4, 9,   72.0, 9, 9999.9, 0, 9999.9, 0,  20.3, 9,   8.3, 9,  15.0, 999.9,   87.8*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19731216,   83.4, 9,   70.0, 9, 9999.9, 0, 9999.9, 0,  22.1, 9,  11.8, 9,  15.0, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731217,   79.9,11,   68.2,11, 9999.9, 0, 9999.9, 0,  16.3,11,   6.2,11,   9.9, 999.9,   86.0*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731218,   81.0, 9,   69.4, 9, 9999.9, 0, 9999.9, 0,  19.9, 9,   6.7, 9,   9.9, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731219,   80.1,10,   68.6, 9, 9999.9, 0, 9999.9, 0,  18.0,10,   7.9,10,  15.0, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731220,   80.2, 9,   67.6, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   8.9, 9,  15.0, 999.9,   86.0*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19731221,   82.9, 7,   67.0, 7, 9999.9, 0, 9999.9, 0,  22.2, 7,   8.5, 7,  15.0, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731222,   81.2, 9,   70.8, 9, 9999.9, 0, 9999.9, 0,  23.1, 9,   7.2, 9,  15.0, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19731223,   82.2, 8,   70.3, 8, 9999.9, 0, 9999.9, 0,  22.8, 8,   6.5, 8,   9.9, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19731224,   77.4,10,   63.5,10, 9999.9, 0, 9999.9, 0,  23.2,10,   8.0,10,  15.0, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731225,   82.4, 8,   70.9, 8, 9999.9, 0, 9999.9, 0,  22.8, 8,   8.4, 8,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19731226,   83.2, 9,   70.8, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,  10.6, 9,  14.0, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731227,   84.5, 7,   71.1, 7, 9999.9, 0, 9999.9, 0,  23.4, 7,  12.9, 7,  19.8, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19731228,   76.3,10,   63.5,10, 9999.9, 0, 9999.9, 0,  23.2,10,   8.9,10,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731229,   74.6, 9,   63.2, 9, 9999.9, 0, 9999.9, 0,  21.3, 9,   9.3, 9,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19731230,   81.6,11,   69.3,11, 9999.9, 0, 9999.9, 0,  23.0,11,   8.7,11,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19731231,   76.5, 8,   64.2, 8, 9999.9, 0, 9999.9, 0,  21.6, 8,  12.2, 8,  19.8, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740101,   84.6, 5,   68.4, 5, 9999.9, 0, 9999.9, 0,  24.9, 5,  15.3, 5,  19.8, 999.9,   89.6*,  80.6*, 0.00I,999.9, 000000,
784390,99999, 19740102,   77.6, 9,   63.6, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,  10.6, 9,  19.8, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740103,   73.7, 7,   62.9, 7, 9999.9, 0, 9999.9, 0,  22.5, 7,  10.9, 7,  19.8, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740104,   82.4, 9,   66.8, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   7.5, 9,  15.0, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740105,   83.3,12,   70.4,12, 9999.9, 0, 9999.9, 0,  22.7,12,  11.7,12,  20.0, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740106,   81.5, 4,   67.1, 4, 9999.9, 0, 9999.9, 0,  19.9, 4,  11.9, 4,  20.0, 999.9,   87.8*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740107,   81.8, 9,   67.8, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   9.1, 9,  11.8, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740108,   82.2,11,   67.3,11, 9999.9, 0, 9999.9, 0,  20.2,11,   9.4,11,  20.0, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19740109,   82.0,12,   67.8,12, 9999.9, 0, 9999.9, 0,  22.7,12,   9.3,12,  15.0, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740110,   82.4, 9,   69.0, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,  11.0, 9,  15.0, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19740111,   83.1, 5,   67.6, 5, 9999.9, 0, 9999.9, 0,  21.6, 5,  14.7, 5,  19.8, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740112,   77.2,10,   63.9,10, 9999.9, 0, 9999.9, 0,  23.2,10,   9.7,10,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740113,   81.5, 8,   67.3, 8, 9999.9, 0, 9999.9, 0,  22.8, 8,   8.3, 8,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740114,   84.2, 5,   69.4, 5, 9999.9, 0, 9999.9, 0,  20.9, 5,   7.5, 5,   9.9, 999.9,   89.6*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19740115,   80.2, 9,   66.4, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   9.1, 9,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740116,   77.3,12,   64.5,12, 9999.9, 0, 9999.9, 0,  22.4,12,   8.4,12,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740117,   79.2, 9,   70.2, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   7.9, 9,   9.9, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740118,   74.1, 8,   63.3, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   8.5, 8,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740119,   77.5,10,   66.9,10, 9999.9, 0, 9999.9, 0,  23.9,10,   7.3,10,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740120,   76.6, 8,   64.2, 8, 9999.9, 0, 9999.9, 0,  22.4, 8,   7.8, 8,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740121,   79.4, 9,   66.4, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   8.3, 9,   9.9, 999.9,   96.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740122,   81.9,11,   69.8,11, 9999.9, 0, 9999.9, 0,  23.0,11,   7.9,11,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740123,   81.3, 8,   68.7, 8, 9999.9, 0, 9999.9, 0,  22.4, 8,   6.9, 8,   9.9, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19740124,   82.0, 4,   68.0, 4, 9999.9, 0, 9999.9, 0,  19.9, 4,   5.9, 4,   8.0, 999.9,   87.8*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740125,   81.9,11,   68.2,11, 9999.9, 0, 9999.9, 0,  23.0,11,   7.8,11,  15.0, 999.9,   87.8*,  69.8*, 0.31A,999.9, 000000,
784390,99999, 19740126,   83.2, 9,   70.0, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   9.3, 9,  15.0, 999.9,   96.8*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740127,   80.1, 7,   65.7, 7, 9999.9, 0, 9999.9, 0,  24.0, 7,  11.2, 7,  15.0, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740128,   79.0, 8,   67.6, 8, 9999.9, 0, 9999.9, 0,  24.1, 8,  11.2, 8,  15.0, 999.9,   86.0*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740129,   80.6,16,   67.8,16, 9999.9, 0, 9999.9, 0,  21.4,16,  10.9,16,  20.0, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19740130,   80.0,12,   67.1,12, 9999.9, 0, 9999.9, 0,  22.7,12,   9.4,12,  15.0, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
784390,99999, 19740131,   76.7,12,   63.5,12, 9999.9, 0, 9999.9, 0,  23.5,12,   9.2,12,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740201,   81.7,13,   66.5,13, 9999.9, 0, 9999.9, 0,  23.6,13,   8.4,13,  15.0, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740202,   79.8,12,   66.8,12, 9999.9, 0, 9999.9, 0,  22.7,12,   7.5,12,   9.9, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740203,   64.1, 6,   54.8, 6, 9999.9, 0, 9999.9, 0,  23.2, 6,   6.2, 6,   9.9, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740204,   72.4, 7,   62.6, 7, 9999.9, 0, 9999.9, 0,  22.5, 7,   6.0, 7,   9.9, 999.9,   84.2*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740205,   78.0, 9,   67.0, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   7.6, 9,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740206,   83.5, 8,   70.5, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   8.5, 8,  11.8, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740207,   79.3,10,   67.3,10, 9999.9, 0, 9999.9, 0,  24.9,10,  11.0,10,  19.8, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740212,   76.5,10,   68.5, 7, 1005.6, 5, 9999.9, 0,  17.6,10,   4.7,10,   9.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740213,   82.2,11,   67.8,11, 9999.9, 0, 9999.9, 0,  23.0,11,   7.7,11,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740214,   82.6, 8,   67.3, 8, 9999.9, 0, 9999.9, 0,  24.9, 8,   9.0, 8,   9.9, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740215,   82.6, 9,   68.6, 9, 9999.9, 0, 9999.9, 0,  23.8, 9,   8.9, 9,  15.0, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740216,   82.0, 9,   68.8, 9, 9999.9, 0, 9999.9, 0,  22.6, 9,   8.4, 9,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740217,   79.3,12,   68.5,12, 1015.2, 4, 9999.9, 0,  21.6,12,   4.0,12,   9.9, 999.9,   84.2*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740218,   83.0, 9,   70.4, 9, 9999.9, 0, 9999.9, 0,  24.9, 9,   9.3, 9,  15.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740219,   83.7, 7,   70.8, 7, 9999.9, 0, 9999.9, 0,  20.8, 7,   9.3, 7,  16.9, 999.9,   87.8*,  78.8*, 0.00I,999.9, 000000,
784390,99999, 19740220,   81.8, 9,   69.6, 9, 9999.9, 0, 9999.9, 0,  18.6, 9,   8.5, 9,  15.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740221,   82.6,11,   70.0,11, 9999.9, 0, 9999.9, 0,  21.2,11,  10.4,11,  19.8, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740222,   78.5,11,   64.6,11, 9999.9, 0, 9999.9, 0,  24.0,11,  12.0,11,  19.8, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740223,   81.1,11,   69.5,11, 9999.9, 0, 9999.9, 0,  23.7,11,   8.8,11,  19.8, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740224,   81.8,14,   67.9,14, 1018.5, 4, 9999.9, 0,  22.3,14,  11.8,14,  20.0, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740225,   83.4,11,   68.5,11, 9999.9, 0, 9999.9, 0,  22.1,11,  10.6,11,  19.8, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740226,   81.4,11,   68.8,11, 9999.9, 0, 9999.9, 0,  21.4,11,   6.1,11,   9.9, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740227,   80.0, 9,   69.8, 9, 9999.9, 0, 9999.9, 0,  19.5, 9,   5.7, 9,  15.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740228,   79.7,12,   68.3,12, 9999.9, 0, 9999.9, 0,  23.0,12,   6.9,12,  15.0, 999.9,   86.0*,  71.6*,99.99 ,999.9, 010100,
784390,99999, 19740301,   81.8,12,   66.7,11, 1017.7, 4, 9999.9, 0,  23.5,12,   9.8,12,  15.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740302,   80.1,11,   68.7,11, 1017.6, 4, 9999.9, 0,  21.7,11,   6.6,11,  15.0, 999.9,   86.0*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740303,   81.5,12,   70.7,12, 9999.9, 0, 9999.9, 0,  24.0,12,   7.3,12,  15.0, 999.9,   86.0*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740304,   80.3,13,   69.2,13, 1015.1, 4, 9999.9, 0,  24.1,13,   6.1,13,   9.9, 999.9,   86.0*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740305,   82.0,12,   70.8,12, 1014.8, 4, 9999.9, 0,  23.5,12,   7.8,12,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740306,   76.8,10,   66.9,10, 9999.9, 0, 9999.9, 0,  24.2,10,  10.3,10,  17.9, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740307,   78.1,11,   66.0,11, 9999.9, 0, 9999.9, 0,  23.0,11,   9.9,11,  15.0, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740308,   81.9, 7,   67.7, 7, 9999.9, 0, 9999.9, 0,  24.0, 7,  10.2, 7,  15.0, 999.9,   86.0*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740309,   83.0,12,   68.9,12, 9999.9, 0, 9999.9, 0,  23.2,12,   8.7,12,  15.0, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740310,   79.1,11,   65.1,11, 9999.9, 0, 9999.9, 0,  24.0,11,   9.0,11,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740311,   81.9,10,   68.9,10, 9999.9, 0, 9999.9, 0,  22.6,10,   9.0,10,  15.9, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740312,   80.8, 9,   68.4, 9, 9999.9, 0, 9999.9, 0,  23.1, 9,   9.2, 9,  19.8, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740313,   81.7,10,   68.0,10, 9999.9, 0, 9999.9, 0,  24.2,10,   9.9,10,  15.0, 999.9,   87.8*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740314,   81.1,10,   66.9,10, 9999.9, 0, 9999.9, 0,  24.2,10,   7.0,10,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740315,   83.8,10,   68.8, 9, 9999.9, 0, 9999.9, 0,  24.2,10,   8.7,10,  15.0, 999.9,   89.6*,  77.0*, 0.00I,999.9, 000000,
784390,99999, 19740316,   82.8,10,   70.0,10, 9999.9, 0, 9999.9, 0,  24.9,10,   7.6,10,  15.0, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740317,   79.5,10,   67.8,10, 9999.9, 0, 9999.9, 0,  14.4,10,   5.7,10,  15.0, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740318,   81.7,12,   69.3,12, 9999.9, 0, 9999.9, 0,  23.5,12,   8.3,12,  15.0, 999.9,   86.0*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740319,   81.6,11,   69.6,11, 9999.9, 0, 9999.9, 0,  24.9,11,  10.0,11,  15.0, 999.9,   86.0*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740320,   80.4, 8,   70.2, 8, 9999.9, 0, 9999.9, 0,  23.6, 8,   5.0, 8,   9.9, 999.9,   84.2*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740321,   82.0,12,   70.0,12, 1016.4, 4, 9999.9, 0,  23.5,12,   8.5,12,  12.0, 999.9,   87.8*,  75.2*, 0.00I,999.9, 000000,
784390,99999, 19740322,   81.1,12,   68.8,12, 9999.9, 0, 9999.9, 0,  24.3,12,   7.8,12,  15.0, 999.9,   89.6*,  69.8*, 0.00I,999.9, 000000,
784390,99999, 19740323,   82.0,12,   69.0,12, 1017.6, 4, 9999.9, 0,  23.5,12,   7.0,12,   9.9, 999.9,   89.6*,  73.4*, 0.00I,999.9, 000000,
784390,99999, 19740324,   77.8,13,   66.1,13, 9999.9, 0, 9999.9, 0,  23.3,13,  10.9,13,  19.8, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740325,   78.7,12,   65.6,12, 9999.9, 0, 9999.9, 0,  23.5,12,   9.8,12,  15.0, 999.9,   89.6*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740326,   79.0,12,   65.3,12, 9999.9, 0, 9999.9, 0,  24.3,12,  10.3,12,  15.0, 999.9,   87.8*,9999.9 , 0.00I,999.9, 000000,
784390,99999, 19740327,   81.0,13,   68.4,13, 9999.9, 0, 9999.9, 0,  24.4,13,   8.5,13,  15.0, 999.9,   89.6*,  71.6*, 0.00I,999.9, 000000,
784390,99999, 19740328,   81.8,12,   68.6,12, 9999.9, 0, 9999.9, 0,  23.3,12,   7.3,12,   9.9, 999.9,   87.8*,  73.4*, 0.00I,999.9, 000000,
